"Código Liquidação";"Código Liquidação Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo"
"155001152752020NS001042";"2020NS001042";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.950.390-**";"MIGUELINA TROISI BONFRISCO";"APROP DA PROPOSTA DE CONCESSAO SF DE MIGUELINA TROISI BONFRISCO, PERIODO DE 01/01 A 31/03/2020, SENDO R$ 1.000,00 PARA DESP. CONSUMO, R$ 2.000,00 P/PREST. SERVICO E R$ 200,00 PARA DESP. LOCOMOCAO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000598";"2020NS000598";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2371 DE 14/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 12/12/2019 E RECEBIDA 14/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001043";"2020NS001043";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.950.390-**";"MIGUELINA TROISI BONFRISCO";"APROP DA PROPOSTA DE CONCESSAO SF DE MIGUELINA TROISI BONFRISCO, PERIODO DE 01/01 A 30/01/2020, SENDO R$ 1.000,00 PARA DESP. CONSUMO, R$ 1.000,00 P/PREST. SERVICO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000594";"2020NS000594";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2400 DE 27/12/2019 UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 26/12/2019 E RECEBIDA 27/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158413264112020NS000184";"2020NS000184";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"00604122000197";"TRIVALE ADMINISTRACAO LTDA";"PAGAMENTO DAS NOTAS FISCAIS 1290308 E 1308860 - TAXA GESTAO DE FROTA SOBRE COMBUSTIVEIS - PREGAO 008/2016 - RETENCAO DE 9,45 - REFERENTE A DEZEMBRO DE 2019 E JANEIRO DE 2020";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000765";"2020NS000765";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2385 DE 20/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 19/12/19 E RECEBIDA 20/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"152254264222020NS000023";"2020NS000023";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26422";"Instituto Federal Catarinense";"152254";"IF CATARINENSE - CAMPUS BLUMENAU";"26422";"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE";"00604122000197";"TRIVALE ADMINISTRACAO LTDA";"LIQUIDACAO DA NFS-E 01290068 REFERENTE A DESPESAS NO MES 12/2019 COM COMBUSTIVEL PARA OS CARROS OFICIAIS DO IFC - CAMPUS BLUMENAU E TAXA ADMINISTRATIVA DA ADMINISTRADORA TRIVALE.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001489";"2020NS001489";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2379 DE 18/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 17/12/2019 E RECEBIDA 18/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158413264112020NS000017";"2020NS000017";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"00604122000197";"TRIVALE ADMINISTRACAO LTDA";"PAGAMENTO DA NOTA FISCAL 1290205 - AQUISICAO DE COMBUSTIVEIS E TAXA DE ADMINISTRACAO - PREGAO 08/2016 - RETENCAO DE 1,24 SOBRE COMBUSTIVEIS E 9,45 SOBRE TAXA - CONTRATO 10/2016 - REFERENTE A DEZEMBRO DE 2019";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000595";"2020NS000595";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2398 DE 26/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 23/12/2019 E RECEBIDA 26/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001029";"2020NS001029";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.084.830-**";"LUIZ HENRIQUE STEIN";"APROP DA PROPOSTA DE CONCESSAO SF DE LUIZ HENRIQUE STEIN, PERIODO DE 01/01 A 24/01/2020 SENDO R$ 1.800,00 P/DESP DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000570";"2020NS000570";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2361 DE 10/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 10/12/2019 E RECEBIDA EM 11/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000014";"2020NS000014";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"15712329000233";"SJT SEGURANCA E VIGILANCIA PATRIMONIAL LTDA";"LIQUIDACAO DAS DESPESAS DOS SERVICOS DE VIGILANCIA ARMADA, OBJETO DO CONTRATO 796/2019, FIRMADO COM A EMPRESA SJT SEGURANCA E VIGILANCIA PATRIMONIAL LTDA, NAS CIDADES DE CORUMBA E LADARIO/MS, PERIODO DE DEZEMBRO/2019, NOTAS FISCAIS N.º 3293 E 3294, PROCESSO N. 50016.000157/2019-52.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"37";"Locação de Mão-de-Obra";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000567";"2020NS000567";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"88774922000105";"SUPERMERCADO LINASSI EIRELI";"APL:GAP-CO NF 79432 DE 11/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 07/12/19 E RECEBIDA 11/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158413264112020NS000015";"2020NS000015";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"22647945000132";"LUIZ DO NASCIMENTO AMARAL & CIA LTDA";"AQUISICAO DE GLP - NOTA FISCAL 000.011.450 - PREGAO 010/2018 - CONTRATO 19/2018 - NAO OPTANTE - RETENCAO DE 1,24 - REFERENTE A NOVEMBRO DE 2019";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000774";"2020NS000774";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"88774922000105";"SUPERMERCADO LINASSI EIRELI";"APL: GAP-CO - NF 79440 DE 07/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 07/12/2019 E RECEBIDA EM 11/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000017";"2020NS000017";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"12656408000103";"IDEAL SERVICOS LTDA";"LIQUIDACAO DA DESPESA DAS NOTAS FISCAIS 1849 E 1850, EMITIDA PELA EMPRESA IDEAL SERVICOS LTDA-ME, REFERENTE AO MES DE DEZEMBRO/2019, PRESTACAO DE SERVICOS DE ASSEIO E CONSERVACAO E COPEIRAGEM, PARA A SEDE DA AHIPAR CAMPO GRANDE/MS, DO CONTRATO N.196/2019, PROC. 50016.000084/2019-07.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"37";"Locação de Mão-de-Obra";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000611";"2020NS000611";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"88774922000105";"SUPERMERCADO LINASSI EIRELI";"APL:GAP-CO NF 79554 DE 16/12/2019 UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 13/12/2019 E RECEBIDA 16/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"240276000012020NS000006";"2020NS000006";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unidades";"240276";"EMBAIXADA DO BRASIL EM KINGSTON - JMD";"00001";"TESOURO NACIONAL";"EXJPSCELE";"JAMAICA PUBLIC SERVICE COMPANY LTD.";"REGULARIZACAO DA NP 242/2019 EFETUADO A MENOR. LIQUIDACAO DE DESPESA COM SERVICO ENERGIA ELETRICA MENSAL DA CHANCELARIA. NOVEMBRO 2019.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000605";"2020NS000605";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"88774922000105";"SUPERMERCADO LINASSI EIRELI";"APL: GAP-CO - NF 79431 DE 07/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005998/2018-97.  NF DO DIA 07/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"170180000012020NS000055";"2020NS000055";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170180";"DELEGACIA DA RFB EM PELOTAS";"00001";"TESOURO NACIONAL";"76535764000143";"OI S.A. - EM RECUPERACAO JUDICIAL";"PAGAMENTO FATURA DE TELEFONIA LOCAL E INTERURBANOS REF.JAN/2020. FATURAS 12181884 E 12285187";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000576";"2020NS000576";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"88774922000105";"SUPERMERCADO LINASSI EIRELI";"|| APL: GAP-CO - NF 79332 DE 30/11/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81.  NF DO DIA 30/11/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000004";"2020NS000004";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"76535764000143";"OI S.A. - EM RECUPERACAO JUDICIAL";"LIQUIDACAO DE DESPESAS DE OI TELEFONIA FIXA PARA ATENDER A AHIPAR NAS CIDADES DE CORUMBA E LADARIO/MS, CONTRATO N.º 711/2015, PREGAO 318/2015, REFERENTE AO MES DE DEZEMBRO/2019, NOTAS FISCAIS N. 2816316 E 2791360.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000608";"2020NS000608";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"00418282000141";"BURLANI COMERCIO DE CARNES LTDA";"APL: GAP-CO - NF 103879 DE 26/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005998/2018-97. NOTA FISCAL EMITIDA EM 26/12/2019 E RECEBIDA EM 26/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000588";"2020NS000588";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17206 DE 16/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 13/12/19 E RECEBIDA 16/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000613";"2020NS000613";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17280 DE 19/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 18/12/19 E RECEBIDA 19/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000601";"2020NS000601";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17163 DE 11/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 10/12/19 E RECEBIDA 11/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000577";"2020NS000577";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL: GAP-CO - NF 17353 DE 27/12/2019  UG. 120629 GAP-CO PROCESSO 67278.005996/2018-06.  NF DO DIA 27/12/2019, A ALTERACAO SE DA DEVIDO AO FECHAMENTO DO SISTEMA, ONDE O MESMO NAO PERMITE LANCAR COM A DATA RETROATIVA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000573";"2020NS000573";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17183 DE 17/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 11/12/19 E RECEBIDA 17/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000609";"2020NS000609";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17209 DE 16/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 13/12/19 E RECEBIDA 16/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000599";"2020NS000599";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17279 DE 19/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 18/12/19 E RECEBIDA 19/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000560";"2020NS000560";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17318 DE 26/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 23/12/19 E RECEBIDA 26/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"120629000012020NS000610";"2020NS000610";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"20756083000150";"J.SAUZEN";"APL:GAP-CO NF 17305 DE 23/12/19  UG 120629 GAP-CO PRO: 67278.005996/2018-06. NF EMITIDA 20/12/19 E RECEBIDA 23/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
